uniqueID,drugName,condition,review,rating,date,usefulCount,label
186972,Famciclovir,Cold Sores,"""Usually cold sore lasts well over a week for me, getting quite large and unsightly. But famciclovir tablets absolutely crush them. Last no longer than 3-4 days depending on how quick I identify the cold sore coming and take the tablets. Healing and turn around time is awesome, the best product I have ever used for cold sores! Always keep them on hand now.""",10,22-Dec-14,23,1
169730,Amitriptyline,Depression,"""I just got my prescription filled for the 3rd time and wanted to write a review to help others. I was so scared to take this after having a bad experience with Zoloft. I remember coming here and reading all the reviews and still didn&#039;t take the medicines prescribed until a month later. The first two weeks I was so tired and had extreme dry mouth. I thought I would have to quit because I was so tired and couldn&#039;t work. I had two weeks off between Christmas and the New Year and decided to stick with it. I&#039;m so glad I did. I feel like myself again and with zero side effects now except for when I don&#039;t take it for a few days. If I ever do come off, I will ween slowly. I was also so scared to gain weight which, thankfully, didn&#039;t happen. Love it!""",10,20-Sep-11,237,1
65201,Hydrochlorothiazide,High Blood Pressure,"""I&#039;m 21, 5&#039;4 125 pounds, very active. Hypertension runs in my family sadly and there is no escaping from it. It ran in the 140/mid to high 90&#039;s range. I was put on hydrochlorothiazide two months ago. At first I didn&#039;t like it because obviously it makes you urinate like crazy, and I hated waking up in the middle of the night to go because I would have trouble falling back to sleep. I started taking it early in the morning instead of 3pm, and my problem was easily solved. Other side effects I have noticed, I&#039;ve lost around 10 pounds of water weight within the last two months. My blood pressure is now in the low 130&#039;s, mid 80&#039;s range, and I feel great. I probably will end up on a higher dose in the future.""",9,15-Dec-10,130,1
157285,Megace,Cachexia,"""I&#039;ve been down 3 surgeries in 11 months. Lost 60lbs and could not eat. I have been on Megace for 10 day&#039;s and I have gained 17 lbs. UNREAL! I have eaten $200 in groceries and have no plans to stop. MEGACE has beyond a doubt saved my life. Side effects are little to none. Dry mouth/more frequent urination/&quot;Incredible appetite&quot;! I am in it for the weight gain. Today I feel so good and strong, I caught myself running home from the store. """,9,26-Jan-12,50,1
122748,Linaclotide,Irritable Bowel Syndrome,"""I had bad ibs c for almost 10 years I&#039;m a 23 yr old male that has tried everything and had enough of it I tryed linzess 290mg and it was too much I was very excited I went down to 145mg and now I have my life back I was so worried about leaving my house but now it&#039;s the total opposite this drug is a miracle drug for me. What I normally do is take the 145mg at 9am drink water then till 930 then at 935 I will eat and relax, in a hour or little more I will have a bm, the rest of the day I will hardly go but I will feel good no bloating no tummy acke no worries!!! I hope this helped!""",9,19-Jun-14,57,1
14428,Buprenorphine / naloxone,Opiate Dependence,"""Over a 5 year period...  I started using regular Hydrocodone (Loratabs, Loracets, etc...)  and realized if I bought Oxycodone (Oxycontin) it would be cheaper because of how high my tolerance became in such a short period of time.

That did not work.  I was up to three 80 mg Oxycontin a day, and was not getting high.  It was taking that much for me to become &quot;normal.&quot;  I had nothing but a $300 a day habit.

Suboxone is the route I chose, and I have never looked back. Suboxone is a treatment plan that you follow and are tapered off the medicine, so you can be drug-free.  It has saved my life!  I recommend Suboxone to anyone.  My success stories are endless!  However, you MUST follow the treatment plan!""",10,21-Jun-10,30,1
152534,Lortab,Back Pain,"""This Medication Is The best pain medicine I have tried. I&#039;ve tried Codeine, Oxycodone, And all those over the counter meds. Hydrocodone By far has helped my nerve and back pain. I&#039;m only 16 years old and I have alot of Back problems (Scoliosis, Spondylithesis, Herniated disk, pinched nerve) And Leg pain. I take 1 tablet 3 to 4 times daily as needed for my pain. It takes my pain away within 15 minutes! It&#039;s a wonderful medication. I love it. I&#039;ve been on Lortab 7.5/500 for about a year now.""",10,20-Feb-13,35,1
202344,Lithium,Bipolar Disorde,"""I&#039;ve had a severe manic episode and was put on antipsychotics which helped calming me down but I was still a bit manic. When put on lithium I felt a lot better because mania ceased. The difference between antipsychotics and litihium for me was like if antipsychotics stepped on the brake and lithium lifted the gas pedal. 

The only, but still significant, side effect I&#039;ve had is less short term memory.

Lithium stabilize my mood, less anxiety and stress (less diarrhea, less neck pain, more relaxed), better sleep not just because mania stopped but also because overall well being

I&#039;m very satisfied with lithium as a mood stabilizer""",8,7-Oct-16,51,1
129350,Levonorgestrel,Birth Control,"""Horrible experience!!!! Had the mirena for 10 months with longer than normal periods. I had bleeding every month for close to 2 weeks each month. Finally decided to have my gyno remove it. It&#039;s been out for a week and half and I have been bleeding for 7 days. This is not normal bleeding. Very heavy bleeding with large clots. Some almost the size of a golfball. I&#039;ve read a lot of forums from people and this has happened to ALOT of people. This is something that nobody warns you about. Please do your research before you choose this drug. It&#039;s not worth it!""",1,4-Sep-15,6,0
209661,Donepezil,Mild Cognitive Impairment,"""As a result of exposure to pesticide and living with depression (on &amp; off for years), I began to have problems with memory, concentration, distractibility and constantly losing and misplacing things. After much testing, Alzeihmers was ruled out and my diagnosis is Mild Cognitive Impairment. Aricept helped immensely. I still contend with the above problems, except to a much lesser degree than before I started taking Aricept. After about 8-months, the medicine seemed a little less effective but it still keeps me functioning.""",10,21-Dec-08,74,1
58767,Azelaic acid,Rosacea,"""I have used this Lotion for one week and already have noticed a huge improvement in the reduction of redness, bumps and overall health of my skin. I am very happy with this product and would highly recommend it.""",10,8-May-10,34,1
221932,Fluconazole,Vaginal Yeast Infection,"""I am 22 and have always been prone to yeast infections. I can always tell when one is coming on because it gets swollen and sore to sit/walk/wipe. My doctor always calls me in a prescription of this and it does the trick every time. It usually takes 1-2 days for me to feel 100% back to normal, and I always take the second pill on the 3rd day. As for side effects, the first few hours after taking it, I usually get shaky, have a little bit of diarrhea, and have a weird &quot;head high&quot; type of feeling. It subsides after a little bit and doesn&#039;t last too long. I have to say that with how painful my yeast infections can get, the side effects are worth it for a few hours. I absolutely love this medicine!""",10,26-Apr-17,17,1
228710,Leflunomide,Rheumatoid Arthritis,"""I had high hopes for this medicine, but aside from not helping my inflammation or pain.  I&#039;m experiencing itching, red skin, blisters on my tongue and a lot of my hair falling out.  Not sure I can stand the itching til my blood work up in November.  Here&#039;s hoping the side effects will decrease.""",2,4-Oct-09,27,0
